 t_org t s_out_mean s_out_std
0 2451640.0 1980.0 1362.74479774197 0.4007668998310444
1 2451641.0 1980.002737850787 1362.7606576516823 0.39963908457031516
2 2451645.0 1980.0136892539356 1362.7380303463203 0.3928322622618249
3 2451646.0 1980.0164271047229 1362.731170243166 0.39494572354625995
4 2451647.0 1980.01916495551 1362.7247393557209 0.3870655162750208
5 2451648.0 1980.021902806297 1362.7214195902627 0.3930417561278785
6 2451649.0 1980.024640657084 1362.718514822376 0.38772084177367594
7 2451650.0 1980.0273785078714 1362.6906799613419 0.39321042337230455
8 2451651.0 1980.0301163586585 1362.6632152741906 0.38693709489454625
9 2451652.0 1980.0328542094455 1362.6403000999367 0.39273555006836997
10 2451653.0 1980.0355920602328 1362.617681637016 0.38705031249127453
11 2451654.0 1980.03832991102 1362.490374472337 0.3922096933747269
12 2451655.0 1980.041067761807 1362.363145401516 0.3861332475274732
13 2451656.0 1980.043805612594 1362.0927419979687 0.3925919474368768
14 2451657.0 1980.0465434633813 1361.8218368713901 0.3872917368919201
15 2451658.0 1980.0492813141684 1361.580283348671 0.3932192368789162
16 2451659.0 1980.0520191649555 1361.3374808496635 0.3881966112436876
17 2451661.0 1980.0574948665299 1361.3588057784052 0.39710886972003645
18 2451662.0 1980.060232717317 1361.3671031539075 0.38801008963705963
19 2451663.0 1980.062970568104 1361.582407643742 0.39862903414320744
20 2451665.0 1980.0684462696784 1362.0095911217832 0.39439428257509235
21 2451666.0 1980.0711841204654 1362.1614822109343 0.3946459107557772
22 2451675.0 1980.0958247775495 1362.0101789248001 0.39334372873578854
23 2451676.0 1980.0985626283368 1361.9230721443337 0.39485435915855055
24 2451677.0 1980.101300479124 1361.8352162328943 0.3870355886015838
25 2451678.0 1980.104038329911 1361.7395658526611 0.39305622823531955
26 2451679.0 1980.1067761806983 1361.6428987575507 0.3879780713314516
27 2451680.0 1980.1095140314853 1361.4865151409995 0.3963634442815498
28 2451681.0 1980.1122518822724 1361.3287458179075 0.3954450209937405
29 2451682.0 1980.1149897330595 1361.1693607333357 0.3851507427791041
30 2451683.0 1980.1177275838468 1361.1259380701906 0.3916490029811798
31 2451684.0 1980.1204654346338 1361.0806039168242 0.3859484775917556
32 2451685.0 1980.123203285421 1361.2091221137475 0.39347554708881494
33 2451686.0 1980.125941136208 1361.3358501171522 0.3902577812797751
