,t_org,t,s_out_mean,s_out_std
0,2444287.0,1980.0,1361.3014555442141,0.361325335990582
1,2444288.0,1980.002737850787,1361.3370204179344,0.37207643740111784
2,2444289.0,1980.0054757015744,1361.3722682490634,0.3517915209829335
3,2444290.0,1980.0082135523614,1361.45309496192,0.3696418050931817
4,2444291.0,1980.0109514031485,1361.5339187329414,0.3532842081374808
5,2444292.0,1980.0136892539356,1361.5078363922548,0.37835349574471083
6,2444293.0,1980.0164271047229,1361.4818992414737,0.37817220023604853
7,2444294.0,1980.01916495551,1361.4560370939955,0.3526992798492731
8,2444295.0,1980.021902806297,1361.5423391100019,0.37028812650964354
9,2444296.0,1980.024640657084,1361.628879681175,0.35518565261495355
10,2444297.0,1980.0273785078714,1361.7865574813031,0.3705909373754035
11,2444298.0,1980.0301163586585,1361.9451346978944,0.35205477403286456
12,2444299.0,1980.0328542094455,1361.9729427443538,0.37036500278450885
13,2444300.0,1980.0355920602328,1362.0021545706982,0.3551224857024126
14,2444301.0,1980.03832991102,1361.9867304105912,0.37168240455990026
15,2444302.0,1980.041067761807,1361.9727473401533,0.3546356406946779
16,2444303.0,1980.043805612594,1361.9414540481002,0.3704582740758281
17,2444304.0,1980.0465434633813,1361.91147932669,0.3523509668584883
18,2444305.0,1980.0492813141684,1361.8738951201399,0.37817712962766936
19,2444306.0,1980.0520191649555,1361.837446668006,0.37845241444482436
20,2444307.0,1980.0547570157426,1361.8020353398217,0.3532397568019351
21,2444308.0,1980.0574948665299,1361.812213900733,0.37064278685424407
22,2444309.0,1980.060232717317,1361.8233613050638,0.35365616616748535
23,2444310.0,1980.062970568104,1361.8707264920772,0.37065406379525684
24,2444311.0,1980.065708418891,1361.919218859115,0.354003003885488
25,2444312.0,1980.0684462696784,1361.9124658557248,0.3714657213219278
26,2444313.0,1980.0711841204654,1361.9069529801723,0.3552983205851478
27,2444314.0,1980.0739219712525,1361.9377089113307,0.3707715672075519
28,2444315.0,1980.0766598220398,1361.9697732786988,0.3518990132669539
29,2444316.0,1980.0793976728269,1361.9629719059792,0.37820631065054744
30,2444317.0,1980.082135523614,1361.9575473317925,0.3795356161284683
31,2444318.0,1980.084873374401,1361.9534848770977,0.3561820281796947
32,2444319.0,1980.0876112251883,1361.8981738940067,0.372402493299215
33,2444320.0,1980.0903490759754,1361.8440643643337,0.3559748585093719
34,2444321.0,1980.0930869267625,1361.849913323623,0.3717107045959438
35,2444322.0,1980.0958247775495,1361.8568331419574,0.3549021890275907
36,2444323.0,1980.0985626283368,1361.914546491463,0.3701463480468985
