 t_org t s_out_mean s_out_std
0 2452696.0 1980.0 1361.8775276919055 0.1508576878186099
1 2452697.0 1980.002737850787 1361.9001782632192 0.17055897828069513
2 2452698.0 1980.0054757015744 1361.9236378135217 0.1515182854614022
3 2452700.0 1980.0109514031485 1361.8875830924421 0.1476311661081033
4 2452701.0 1980.0136892539356 1361.8483444671715 0.1768675944716391
5 2452702.0 1980.0164271047229 1361.809839878242 0.17668212458211088
6 2452703.0 1980.01916495551 1361.7720136547293 0.1469621153896508
7 2452704.0 1980.021902806297 1361.7735045444947 0.16840244166457988
8 2452705.0 1980.024640657084 1361.7756212651082 0.14712041605141135
9 2452706.0 1980.0273785078714 1361.7726382026772 0.1692362278862099
10 2452707.0 1980.0301163586585 1361.770279718515 0.15033347237507616
11 2452708.0 1980.0328542094455 1361.7336965005823 0.16997350396814184
12 2452709.0 1980.0355920602328 1361.6976815579962 0.14786645884213087
13 2452710.0 1980.03832991102 1361.5308240472382 0.1692838848728786
14 2452711.0 1980.041067761807 1361.3642414935914 0.149692514677844
15 2452712.0 1980.043805612594 1361.1461730545707 0.16934362739072714
16 2452713.0 1980.0465434633813 1360.9278234342867 0.14628299886704046
17 2452714.0 1980.0492813141684 1360.9919315621228 0.1767664276984179
18 2452715.0 1980.0520191649555 1361.0555355023807 0.1773731434183386
19 2452716.0 1980.0547570157426 1361.1187272152752 0.14847405481395604
20 2452717.0 1980.0574948665299 1361.314168050997 0.1691960035958241
21 2452718.0 1980.060232717317 1361.5095705969713 0.14675238380751277
22 2452719.0 1980.062970568104 1361.5229750784495 0.16848576736066626
23 2452720.0 1980.065708418891 1361.5366431687955 0.147585887909534
24 2452721.0 1980.0684462696784 1361.5727354239468 0.16915043558626566
25 2452722.0 1980.0711841204654 1361.6091632327573 0.1487084922757889
26 2452723.0 1980.0739219712525 1361.618733387299 0.16895283820639645
27 2452724.0 1980.0766598220398 1361.6287056005478 0.14633010086237486
28 2452725.0 1980.0793976728269 1361.4776623778994 0.17683762732765027
29 2452726.0 1980.082135523614 1361.3268172498456 0.17713503629641586
30 2452727.0 1980.084873374401 1361.1759521205984 0.14740736551513758
31 2452728.0 1980.0876112251883 1361.185565404988 0.16901131069533015
32 2452729.0 1980.0903490759754 1361.1949544626123 0.14735189930808726
33 2452730.0 1980.0930869267625 1361.2841164067686 0.16909400298326904
34 2452731.0 1980.0958247775495 1361.3731966117498 0.14850699981950327
35 2452732.0 1980.0985626283368 1361.471944637906 0.16985652462107062
36 2452733.0 1980.101300479124 1361.570882491792 0.14867047048911877
37 2452734.0 1980.104038329911 1361.606379304342 0.16947226934282586
38 2452735.0 1980.1067761806983 1361.6422603137496 0.14741221501462504
39 2452736.0 1980.1095140314853 1361.5743704379393 0.17711568826975144
40 2452737.0 1980.1122518822724 1361.5068184797387 0.17754348863306818
41 2452738.0 1980.1149897330595 1361.4395067707767 0.14895102849409037
