,t_org,t,s_out_mean,s_out_std
0,2450083.0,1996.0,1364.2072981084143,0.37305927658459104
1,2450084.0,1996.002737850787,1364.2057444958066,0.37288386423850645
2,2450085.0,1996.0054757015744,1364.2041908578126,0.3727057522762291
3,2450086.0,1996.0082135523614,1364.2026372305743,0.37252493460634695
4,2450087.0,1996.0109514031485,1364.201229229431,0.37242329343876357
5,2450088.0,1996.0136892539356,1364.1998212236774,0.3723153512834546
6,2450089.0,1996.0164271047229,1364.1984132141695,0.37220110316998467
7,2450090.0,1996.01916495551,1364.1970052036122,0.3720805422909709
8,2450091.0,1996.021902806297,1364.1958224648843,0.3720212806578595
9,2450092.0,1996.024640657084,1364.1946397196089,0.37195294678320934
10,2450093.0,1996.0273785078714,1364.193456980447,0.3718755362713672
11,2450094.0,1996.0301163586585,1364.193100358483,0.37185588859635565
12,2450095.0,1996.0328542094455,1364.19274373886,0.3718260069233372
13,2450096.0,1996.0355920602328,1364.1923871062454,0.3717858878780786
14,2450097.0,1996.03832991102,1364.1920304820649,0.3717355296456832
15,2450098.0,1996.041067761807,1364.1925011206943,0.3717371111079759
16,2450099.0,1996.043805612594,1364.1929717557014,0.37172757672908324
17,2450100.0,1996.0465434633813,1364.1934423828743,0.3717069254942073
18,2450101.0,1996.0492813141684,1364.1945692507572,0.3717264967879485
19,2450102.0,1996.0520191649555,1364.1956961136896,0.37173472814122704
20,2450103.0,1996.0547570157426,1364.1968229778522,0.37173162084175687
21,2450104.0,1996.0574948665299,1364.1983824793492,0.37177631837363617
22,2450105.0,1996.060232717317,1364.1999419789731,0.37181025669219486
23,2450106.0,1996.062970568104,1364.2015014748608,0.3718334387789913
24,2450107.0,1996.065708418891,1364.2030609677597,0.3718458665280854
25,2450118.0,1996.0958247775495,1364.2180971753553,0.3717602046098812
26,2450119.0,1996.0985626283368,1364.2200125771062,0.37172128959999506
27,2450120.0,1996.101300479124,1364.2219279760752,0.37167099465265235
28,2450121.0,1996.104038329911,1364.2238433688296,0.3716093156813734
29,2450122.0,1996.1067761806983,1364.2255828243242,0.3715867268283736
30,2450123.0,1996.1095140314853,1364.2273222740785,0.3715520222694236
31,2450124.0,1996.1122518822724,1364.229061722937,0.37150519731093923
32,2450125.0,1996.1149897330595,1364.230571839799,0.3714959390528268
33,2450126.0,1996.1177275838468,1364.2320819545184,0.3714739267073837
34,2450127.0,1996.1204654346338,1364.2335920638623,0.37143915800371546
35,2450128.0,1996.123203285421,1364.2349691026254,0.3714436754534654
36,2450129.0,1996.125941136208,1364.2363461381624,0.37143503091441155
37,2450130.0,1996.1286789869953,1364.2377231733813,0.37141322389081444
38,2450131.0,1996.1314168377824,1364.2391002012725,0.3713782508883403
39,2450132.0,1996.1341546885694,1364.240750740754,0.3713825421699156
40,2450133.0,1996.1368925393565,1364.2424012779202,0.3713730742210065
41,2450134.0,1996.1396303901438,1364.244051809664,0.37134984677906385
42,2450135.0,1996.1423682409309,1364.245611601052,0.37136367034114487
43,2450136.0,1996.145106091718,1364.247171390029,0.3713637741733687
44,2450137.0,1996.1478439425052,1364.2487311753102,0.3713501585094854
45,2450138.0,1996.1505817932923,1364.2502909579184,0.37132282126884725
46,2450139.0,1996.1533196440794,1364.2519598306662,0.3713322721829384
47,2450140.0,1996.1560574948664,1364.2536286982124,0.371327629312245
48,2450141.0,1996.1587953456537,1364.255297566326,0.37130889143834767
49,2450142.0,1996.1615331964408,1364.2566781928374,0.3713211272368782
50,2450143.0,1996.1642710472279,1364.258058822173,0.3713192727345825
51,2450144.0,1996.167008898015,1364.259439441223,0.3713033288700949
52,2450145.0,1996.1697467488023,1364.2602109327058,0.37132330797408103
53,2450146.0,1996.1724845995893,1364.2609824243032,0.3713294808284609
54,2450147.0,1996.1752224503764,1364.2617539090431,0.3713218489024621
55,2450148.0,1996.1779603011637,1364.2625253912622,0.37130041066488734
56,2450149.0,1996.1806981519508,1364.2629853342992,0.3713142123143547
57,2450150.0,1996.1834360027378,1364.263445271133,0.3713138042146957
58,2450151.0,1996.186173853525,1364.263905205671,0.3712991852101115
59,2450152.0,1996.1889117043122,1364.2638021857917,0.3713196360379274
60,2450153.0,1996.1916495550993,1364.2636991604475,0.3713261077576174
61,2450154.0,1996.1943874058863,1364.2635961340918,0.3713186009206651
62,2450155.0,1996.1971252566734,1364.2634931033756,0.37129711489168343
63,2450156.0,1996.1998631074607,1364.2626901897922,0.3713097394814422
64,2450157.0,1996.2026009582478,1364.261887260016,0.3713081338401383
65,2450158.0,1996.2053388090349,1364.261084349511,0.37129229611298264
66,2450159.0,1996.208076659822,1364.2593100736274,0.3713124990892481
67,2450160.0,1996.2108145106092,1364.257535810412,0.37131873239503427
68,2450161.0,1996.2135523613963,1364.2557615364362,0.3713109980315789
69,2450162.0,1996.2162902121834,1364.2539872606528,0.37128929465575633
70,2450163.0,1996.2190280629707,1364.2507813753193,0.3713031903715813
71,2450164.0,1996.2217659137577,1364.2475754870507,0.3713029206044407
72,2450165.0,1996.2245037645448,1364.244369601868,0.3712884852782472
73,2450166.0,1996.2272416153319,1364.2406319341967,0.3713032348294911
74,2450167.0,1996.2299794661192,1364.2368942685744,0.37130398854259977
75,2450168.0,1996.2327173169062,1364.233156594266,0.3712907465144234
76,2450169.0,1996.2354551676933,1364.229921477074,0.37131324012595335
77,2450170.0,1996.2381930184804,1364.2266863649197,0.37132199483707173
78,2450171.0,1996.2409308692677,1364.2234512407956,0.3713170101696245
79,2450172.0,1996.2436687200548,1364.22021612038,0.3712982869782159
80,2450173.0,1996.2464065708418,1364.217396585522,0.3713140875072622
81,2450174.0,1996.2491444216291,1364.2145770514167,0.37131601057831837
82,2450175.0,1996.2518822724162,1364.211757510888,0.371304055584689
83,2450176.0,1996.2546201232033,1364.2099459011938,0.37132713155807306
84,2450177.0,1996.2573579739903,1364.2081342750444,0.37133655049162845
85,2450178.0,1996.2600958247776,1364.2063226498883,0.3713323143734026
86,2450179.0,1996.2628336755647,1364.2045110212418,0.3713144225007574
87,2450180.0,1996.2655715263518,1364.203331150025,0.37132846216061816
88,2450181.0,1996.2683093771388,1364.2021512921676,0.3713286105675245
89,2450182.0,1996.2710472279261,1364.2009714164592,0.37131486513135764
90,2450183.0,1996.2737850787132,1364.2003240487074,0.37133085088014045
91,2450184.0,1996.2765229295003,1364.1996766632662,0.37133316552344986
92,2450185.0,1996.2792607802876,1364.1990292870623,0.3713218120100408
93,2450186.0,1996.2819986310747,1364.1988196851505,0.3713445975441495
94,2450187.0,1996.2847364818617,1364.1986100813174,0.3713540154239468
95,2450188.0,1996.2874743326488,1364.198400474809,0.3713500669239608
96,2450189.0,1996.290212183436,1364.1981908598873,0.3713327510675699
97,2450190.0,1996.2929500342232,1364.1983892086048,0.37134742277244226
98,2450191.0,1996.2956878850102,1364.1985875487214,0.37134845761758023
99,2450192.0,1996.2984257357973,1364.1987858884893,0.371335856957715
100,2450193.0,1996.3011635865846,1364.1990537672395,0.37135609114484747
101,2450194.0,1996.3039014373717,1364.1993216447179,0.37136261614811567
102,2450195.0,1996.3066392881587,1364.199589517169,0.3713554327586169
103,2450196.0,1996.3093771389458,1364.1998573858082,0.37133453875528133
104,2450197.0,1996.3121149897331,1364.2001070477584,0.3713481333881163
105,2450198.0,1996.3148528405202,1364.2003567058873,0.37134782857360293
106,2450199.0,1996.3175906913073,1364.2006063607419,0.3713336243578093
107,2450200.0,1996.3203285420946,1364.2006601473474,0.37134745918800455
108,2450201.0,1996.3230663928816,1364.2007139296659,0.37134726238664656
109,2450202.0,1996.3258042436687,1364.2007677103363,0.3713330343875508
110,2450203.0,1996.3285420944558,1364.2001934416458,0.37135186666324044
111,2450204.0,1996.331279945243,1364.1996191639334,0.37135679346264033
112,2450205.0,1996.3340177960301,1364.1990448869503,0.37134781515099435
113,2450206.0,1996.3367556468172,1364.1984706000917,0.37132493153196106
114,2450207.0,1996.3394934976043,1364.1973597941003,0.3713383677226472
115,2450208.0,1996.3422313483916,1364.1962489889074,0.3713378116907132
116,2450209.0,1996.3449691991786,1364.1951381759197,0.37132326320477277
117,2450210.0,1996.3477070499657,1364.1938893531403,0.371344001098269
118,2450211.0,1996.350444900753,1364.1926405253432,0.37135130209742145
119,2450212.0,1996.35318275154,1364.1913916928263,0.37134516683230084
120,2450213.0,1996.3559206023272,1364.1901428531476,0.371325594430205
121,2450214.0,1996.3586584531142,1364.1892714246205,0.37134028947471354
122,2450215.0,1996.3613963039015,1364.1883999928782,0.371341346008368
123,2450216.0,1996.3641341546886,1364.187528555132,0.37132876433003104
124,2450217.0,1996.3668720054757,1364.1873508570868,0.3713505951114185
125,2450218.0,1996.3696098562627,1364.18717315161,0.37135899251118254
126,2450219.0,1996.37234770705,1364.1869954406818,0.37135395715167285
127,2450220.0,1996.375085557837,1364.1868177305726,0.3713354892005184
128,2450221.0,1996.3778234086242,1364.1868236678004,0.37135031160823667
129,2450222.0,1996.3805612594113,1364.1868296020132,0.3713513120165856
130,2450223.0,1996.3832991101985,1364.1868355330123,0.37133849057592505
131,2450224.0,1996.3860369609856,1364.1870860877852,0.3713506899783263
132,2450225.0,1996.3887748117727,1364.1873366454113,0.37134889083825323
133,2450226.0,1996.39151266256,1364.1875871944228,0.3713330919774349
134,2450227.0,1996.394250513347,1364.1882232668636,0.3713511891075767
135,2450228.0,1996.3969883641341,1364.1888593358597,0.3713556660551943
136,2450229.0,1996.3997262149212,1364.1894953994638,0.37134652355600006
137,2450230.0,1996.4024640657085,1364.1901314598429,0.3713237597691637
138,2450231.0,1996.4052019164956,1364.1907927023692,0.37133539227417117
139,2450232.0,1996.4079397672826,1364.1914539451413,0.37133281051619027
140,2450233.0,1996.4106776180697,1364.192115185835,0.37131601390642555
141,2450234.0,1996.413415468857,1364.1923827266658,0.3713346919444594
142,2450235.0,1996.416153319644,1364.1926502592137,0.37133950216297956
143,2450236.0,1996.4188911704312,1364.1929177975433,0.3713304432547838
144,2450237.0,1996.4216290212185,1364.193185323466,0.3713075160949176
145,2450238.0,1996.4243668720055,1364.1928291368758,0.3713203733297365
146,2450239.0,1996.4271047227926,1364.1924729512548,0.3713191197684879
147,2450240.0,1996.4298425735797,1364.1921167557514,0.37130375603791177
148,2450241.0,1996.432580424367,1364.1910776223092,0.37131543833745434
149,2450242.0,1996.435318275154,1364.1900384760509,0.37131267218519654
150,2450243.0,1996.438056125941,1364.1889993296743,0.3712954562281494
151,2450244.0,1996.4407939767282,1364.1878069086772,0.3713159823110085
152,2450245.0,1996.4435318275155,1364.186614485145,0.3713227458731056
153,2450246.0,1996.4462696783025,1364.1854220548819,0.3713157482554627
154,2450247.0,1996.4490075290896,1364.1842296284535,0.37129498721306625
155,2450248.0,1996.4517453798767,1364.1826284653123,0.3713101794490769
156,2450249.0,1996.454483230664,1364.1810273061658,0.37131130276382696
157,2450250.0,1996.457221081451,1364.1794261398472,0.37129835858906474
158,2450251.0,1996.4599589322381,1364.177581135847,0.3713176028051986
159,2450252.0,1996.4626967830254,1364.175736126816,0.3713227398094788
160,2450253.0,1996.4654346338125,1364.1738911161076,0.37131377036770324
161,2450254.0,1996.4681724845996,1364.1720461016296,0.3712906930953971
